Musteri_ID,Musteri_Yas,Musteri_Cins,Ayliq_Emekhaqqi,Bankla_Emekdasliq_Muddeti_Ay,Risk_Seqmenti,Aktiv_Kartlarin_Sayi,Kredit_Karti_Limiti,Kredit_Karti_Borcu,Istehlak_Krediti_Statusu,Ayliq_Kredit_Odenisi,Depozit_Portfeli_Hecmi,Son_3_Ayda_Mobil_Tetbiqe_Giris_Sayi,Son_1_Ayda_Filiala_Muraciet_Sayi,Qebz_ID,Tranzaksiya_Tarixi_Saati,Umumi_Mebleg,Odenis_Novu_Detalli,Satici_Adi,MCC_Kateqoriya,Umumi_EDV_Meblegi,Qaytarilan_EDV_Meblegi,EDV_Muraciet_Statusu,EDV_Imtina_Sebebi
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,8984469804988,2025-06-10 05:53:17.759016,190.05,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,28.99,4.35,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,6629793874259,2025-05-12 23:50:53.491096,286.69,Nağdsız_Bankın_Kartı,Azpetrol,YDM,43.73,6.56,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,2589630168143,2025-05-09 14:22:40.303879,126.46,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,19.29,2.89,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,1481393295242,2025-05-14 17:58:06.779612,185.82,Nağdsız_Bankın_Kartı,,Supermarket,28.35,4.25,Təsdiqləndi,
10027,39,Qadın,2230.0,33,Aşağı,1,6690.0,1158.01,Yoxdur,0.0,17711.73,48,0,5332212540156,2025-04-17 21:24:33.551568,133.91,Nağdsız_Bankın_Kartı,,Geyim/Ayaqqabı,20.43,3.06,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,9472022040082,2025-06-08 01:21:04.822793,204.39,Nağd,ZARA,Geyim/Ayaqqabı,31.18,3.12,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,0336726826933,2025-08-12 14:41:55.274261,208.73,Nağd,KFC,Restoran/Kafe,31.84,3.18,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,1689921801061,2025-08-06 04:03:02.053784,164.26,Nağd,Araz,Supermarket,25.06,2.51,Təsdiqləndi,
10090,38,Kişi,1857.0,88,Orta,4,3714.0,0.0,Aktiv,636.01,5545.23,50,0,2920768883197,2025-08-14 15:33:26.796706,80.01,Nağdsız_Bankın_Kartı,Bakcell Ödəniş,Kommunal/Telekommunikasiya,12.2,1.83,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,0042004450715,2025-06-07 18:48:58.205240,145.3,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,22.16,3.32,Təsdiqləndi,
10036,34,Qadın,1290.0,111,Aşağı,4,1935.0,1087.81,Aktiv,263.87,2838.97,53,0,3948779693841,2025-07-02 13:43:10.900459,39.62,Nağdsız_Bankın_Kartı,,Əyləncə/Asudə Vaxt,6.04,0.91,Gözləmədə,
10085,23,Kişi,2469.0,1,Aşağı,3,3703.5,0.0,Aktiv,689.41,4438.17,74,0,7956760919573,2025-05-18 07:50:38.089216,54.68,Nağdsız_Bankın_Kartı,Uber,Nəqliyyat,8.34,1.25,Təsdiqləndi,
10050,34,Kişi,1655.0,141,Orta,1,3310.0,1811.33,Yoxdur,0.0,2142.25,28,0,4080935045067,2025-09-09 12:31:53.905687,42.87,Nağdsız_Bankın_Kartı,Azərişıq,Kommunal/Telekommunikasiya,6.54,0.98,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,7225728469770,2025-08-08 12:02:19.284033,126.09,Nağd,Uber,Nəqliyyat,19.23,1.92,Təsdiqləndi,
10050,34,Kişi,1655.0,141,Orta,1,3310.0,1811.33,,0.0,2142.25,28,0,4633599868529,2025-05-17 10:13:58.678416,32.53,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,4.96,0.74,Təsdiqləndi,
10088,30,Kişi,1902.0,132,Aşağı,2,2853.0,1864.91,Aktiv,442.81,7156.12,52,0,1915396434481,2025-05-30 11:18:26.234884,135.81,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,20.72,3.11,Təsdiqləndi,
10027,39,Qadın,,33,Aşağı,1,6690.0,1158.01,Yoxdur,0.0,17711.73,48,0,3232745775592,2025-09-11 20:55:30.008268,186.54,Nağdsız_Bankın_Kartı,Kontakt Home,Elektronika/Məişət,28.46,4.27,Təsdiqləndi,
10090,38,Kişi,1857.0,88,Orta,4,3714.0,0.0,Aktiv,636.01,5545.23,50,0,2382152535883,2025-07-12 04:59:27.855923,72.93 AZN,Nağdsız_Başqa_Kart,Araz,Supermarket,11.12,1.67,İmtina edildi,Təkrarlanan müraciət
10097,48,Qadın,1389.0,92,Orta,4,2778.0,2002.55,Aktiv,405.96,3692.75,32,1,8738022369436,2025-07-08 12:27:04.925307,37.91,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,5.78,0.87,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,4406386015751,2025-07-25 11:34:06.743785,165.43,Nağdsız_Bankın_Kartı,Nike Store,Geyim/Ayaqqabı,25.24,3.79,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,7195551545735,2025-08-04 14:16:42.019001,65.52,Nağdsız_Bankın_Kartı,Favorit,Supermarket,9.99,1.5,Təsdiqləndi,
10080,65,Kişi,530.0,25,Aşağı,3,0.0,0.0,Yoxdur,0.0,5146.08,21,0,2980092364676,2025-06-28 19:46:54.501988,17.24,Nağdsız_Bankın_Kartı,Hippokrat,Aptek,2.63,0.39,Təsdiqləndi,
10063,33,Qadın,1353.0,128,Aşağı,1,2029.5,294.21,Yoxdur,0.0,4779.42,61,0,2556264934788,2025-06-09 18:34:15.129665,21.62,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,3.3,0.49,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,4534125776237,2025-06-19 15:35:25.213981,144.58,Nağdsız_Bankın_Kartı,Socar,YDM,22.05,3.31,Təsdiqləndi,
10054,29,Qadın,2417.0,64,Aşağı,4,3625.5,0.0,Aktiv,751.61,4938.75,66,1,5588752269080,2025-08-12 11:08:40.725098,58.06,Nağd,LC Waikiki,Geyim/Ayaqqabı,8.86,0.89,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,4923014805684,2025-07-06 19:39:20.950886,32.79,Nağd,BakuBus Kart Artırılması,Nəqliyyat,5.0,0.5,Təsdiqləndi,
10069,63,Kişi,519.0,300,Aşağı,2,0.0,0.0,Yoxdur,0.0,4835.64,12,0,7057351234874,2025-09-06 17:15:50.057166,18.75,Nağdsız_Bankın_Kartı,Avis Aptek,Aptek,2.86,0.43,Təsdiqləndi,
10048,34,Qadın,1393.0,60,Orta,3,2786.0,1686.58,Aktiv,523.41,2900.45,33,0,0890751266679,2025-06-20 00:08:01.943699,45.46,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,6.93,1.04,Təsdiqləndi,
10096,31,Qadın,2190.0,5,Aşağı,1,3285.0,1156.37,Aktiv,519.87,5827.61,69,0,5758996865216,2025-08-21 08:30:48.250944,100.55,Nağdsız_Bankın_Kartı,Ganjlik Mall Bouncers,Əyləncə/Asudə Vaxt,15.34,2.3,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,8221834990216,2025-09-05 21:34:58.009573,77.0,Nağdsız_Bankın_Kartı,Araz,Supermarket,11.75,1.76,Təsdiqləndi,
10033,80,Kişi,727.0,54,Aşağı,3,0.0,0.0,Yoxdur,0.0,4369.4,14,0,1361267573529,2025-06-10 08:18:28.266844,28.78,Nağdsız_Bankın_Kartı,Favorit,Supermarket,4.39,0.66,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,8326486871434,2025-07-24 14:22:14.045996,211.3,Nağdsız_Başqa_Kart,28 Cinema,Əyləncə/Asudə Vaxt,32.23,4.83,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,5273886902742,2025-05-19 14:04:16.349565,66.63,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,10.16,1.52,Təsdiqləndi,
10084,68,Kişi,,300,Aşağı,4,0.0,0.0,Yoxdur,0.0,2346.75,18,0,4262465296155,2025-05-13 22:08:33.808097,18.11,Nağdsız_Bankın_Kartı,Araz,Supermarket,2.76,0.41,Təsdiqləndi,
10082,36,Qadın,1742.0,161,Orta,1,3484.0,1607.44,Aktiv,741.73,2264.03,24,0,0430984393030,2025-06-14 03:34:15.849635,11.22 AZN,Nağdsız_Bankın_Kartı,Avis Aptek,Aptek,1.71,0.26,Təsdiqləndi,
10000,36,Qadın,1000.0,48,Orta,4,2000.0,0.0,Yoxdur,0.0,2627.59,23,0,1278045024667,2025-06-29 19:10:55.452943,80.96,Nağdsız_Bankın_Kartı,Azercell Balans Artımı,Kommunal/Telekommunikasiya,12.35,1.85,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,9649286239462,2025-07-05 16:31:42.865663,245.36,Nağd,Mado,Restoran/Kafe,37.43,3.74,Təsdiqləndi,
10027,39,Qadın,2230.0,33,Aşağı,1,6690.0,1158.01,Yoxdur,0.0,17711.73,48,0,6748585714912,2025-05-30 17:13:31.311618,269.64,Nağdsız_Bankın_Kartı,Irshad,Elektronika/Məişət,41.13,6.17,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,2696455454490,2025-07-19 04:29:29.454364,210.22,Nağdsız_Bankın_Kartı,Kontakt Home,Elektronika/Məişət,32.07,4.81,Təsdiqləndi,
10081,28,Kişi,,42,Aşağı,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,9332031981104,2025-05-16 04:52:35.136331,88.85,Nağdsız_Bankın_Kartı,Neptun,Supermarket,13.55,2.03,Təsdiqləndi,
10098,26,Qadın,2361.0,75,Aşağı,2,3541.5,1597.35,Yoxdur,0.0,2875.84,59,1,6918511938651,2025-07-25 07:17:04.678439,59.72,Nağdsız_Bankın_Kartı,LC Waikiki,Geyim/Ayaqqabı,9.11,1.37,Təsdiqləndi,
10009,32,Qadın,2101.0,52,Aşağı,3,3151.5,0.0,Aktiv,579.05,6003.54,41,0,9595788039059,2025-07-14 15:50:07.916470,43.2,Nağdsız_Bankın_Kartı,Bravo,Supermarket,6.59,0.99,Təsdiqləndi,
10012,35,Kişi,2741.0,118,,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,3521080120380,2025-09-25 13:39:03.247926,142.64,Nağdsız_Bankın_Kartı,Lukoil,YDM,21.76,3.26,Təsdiqləndi,
10052,46,Kişi,2511.0,129,,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,3624305155922,2025-08-31 16:19:42.661517,93.47,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,14.26,2.14,Təsdiqləndi,
10010,24,Qadın,1989.0,6,Aşağı,4,2983.5,0.0,Aktiv,851.08,7220.65,51,0,4009841690822,2025-05-29 17:11:10.289720,33.37,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,5.09,0.76,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,1450712863449,2025-07-21 06:53:37.111181,75.84,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,11.57,1.74,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,0134671436770,2025-05-14 21:09:14.339281,37.87,Nağd,DeFacto,Geyim/Ayaqqabı,5.78,0.58,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,0706719095427,2025-08-18 06:05:48.479871,130.15,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,19.85,2.98,Təsdiqləndi,
10054,29,Qadın,2417.0,64,Aşağı,4,3625.5,0.0,Aktiv,751.61,4938.75,66,1,8186334486936,2025-08-02 22:50:20.635587,29.55,Nağd,Bazarstore,Supermarket,4.51,0.45,Təsdiqləndi,
10041,80,Kişi,571.0,300,Aşağı,2,0.0,0.0,Yoxdur,0.0,5550.38,25,0,2259478961967,2025-08-01 21:39:27.197062,47.65,Nağdsız_Bankın_Kartı,Bravo,Supermarket,7.27,1.09,Təsdiqləndi,
10049,50,Kişi,1301.0,197,Orta,1,2602.0,0.0,Yoxdur,0.0,1956.12,22,0,8109109373113,2025-09-18 21:12:51.610458,8.82,Nağdsız_Başqa_Kart,KFC,Restoran/Kafe,1.35,0.2,Təsdiqləndi,
10054,29,Qadın,2417.0,64,,4,3625.5,0.0,Aktiv,751.61,4938.75,66,1,8028449902472,2025-07-26 10:56:03.541703,25.6,Nağd,Vapiano,Restoran/Kafe,3.91,0.39,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,7795579245426,2025-04-14 03:30:02.098643,215.49,Nağdsız_Bankın_Kartı,Irshad,Elektronika/Məişət,32.87,4.93,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,6820435982128,2025-09-02 15:27:51.371339,141.97,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,21.66,3.25,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,4645827678696,2025-08-12 07:29:45.009873,115.17,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,17.57,2.64,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,4415786215614,2025-07-23 10:49:33.623713,235.57,Nağdsız_Bankın_Kartı,Socar,YDM,35.93,5.39,Təsdiqləndi,
10001,38,Qadın,1573.0,63,Orta,4,3146.0,1812.85,Yoxdur,0.0,3997.55,49,0,2688174950969,2025-07-07 18:44:17.807764,19.54,Nağdsız_Bankın_Kartı,Hippokrat,Aptek,2.98,0.45,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,9568595676920,2025-08-15 14:48:33.869642,101.56,Nağdsız_Başqa_Kart,,Restoran/Kafe,15.49,2.32,Təsdiqləndi,
10039,68,Kişi,609.0,278,Aşağı,2,0.0,0.0,Yoxdur,0.0,2765.07,13,0,2113096306054,2025-06-15 00:09:27.283647,6.35,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,0.97,0.15,Təsdiqləndi,
10035,32,Kişi,,22,Aşağı,2,3631.5,0.0,Aktiv,702.8,10202.17,51,0,6199762498325,2025-07-14 20:19:49.678288,51.77,Nağd,BakuBus Kart Artırılması,Nəqliyyat,7.9,0.79,Təsdiqləndi,
10054,29,Qadın,2417.0,64,Aşağı,4,3625.5,0.0,Aktiv,751.61,4938.75,66,1,6011115138238,2025-08-08 11:41:26.467560,24.06,Nağdsız_Bankın_Kartı,Bravo,Supermarket,3.67,0.55,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,0991183589217,2025-08-31 13:09:06.550131,128.35,Nağdsız_Başqa_Kart,Bazarstore,Supermarket,19.58,2.94,Təsdiqləndi,
10098,26,Qadın,2361.0,75,Aşağı,2,3541.5,1597.35,,0.0,2875.84,59,1,8738002000938,2025-05-08 13:37:52.678437,60.1,Nağd,LC Waikiki,Geyim/Ayaqqabı,9.17,0.92,Təsdiqləndi,
10048,34,Qadın,,60,Orta,3,2786.0,1686.58,Aktiv,523.41,2900.45,33,0,4211344418646,2025-08-15 02:00:06.334386,19.12,Nağdsız_Bankın_Kartı,Neptun,Supermarket,2.92,0.44,Təsdiqləndi,
10014,23,Kişi,1440.0,58,Aşağı,3,2160.0,0.0,Aktiv,583.16,2242.2,57,0,4709494978035,2025-09-05 05:36:33.518871,42.12,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,6.43,0.96,Təsdiqləndi,
10035,32,Kişi,2421.0,22,Aşağı,2,3631.5,0.0,Aktiv,702.8,10202.17,51,0,1784757444878,2025-07-05 17:37:36.526874,24.14,Nağdsız_Başqa_Kart,Kontakt Home,Elektronika/Məişət,3.68,0.55,Gözləmədə,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,1953499243403,2025-04-22 07:29:00.769249,75.0,Nağdsız_Bankın_Kartı,Park Cinema,Əyləncə/Asudə Vaxt,11.44,1.72,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,2686297629853,2025-05-28 02:06:51.967632,136.74,Nağdsız_Bankın_Kartı,Azpetrol,YDM,20.86,3.13,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,3161530765237,2025-06-27 10:26:56.019194,122.08,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,18.62,2.79,Təsdiqləndi,
10081,28,Kişi,2308.0,42,Aşağı,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,5050613077032,2025-07-02 04:45:06.307361,32.29,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,4.93,0.74,Təsdiqləndi,
10027,39,Qadın,2230.0,33,Aşağı,1,6690.0,1158.01,Yoxdur,0.0,17711.73,48,0,7053315026980,2025-06-12 04:16:14.118402,170.12,Nağdsız_Başqa_Kart,Araz,Supermarket,25.95,3.89,Gözləmədə,
10022,44,Qadın,,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,3818195382230,2025-09-17 01:48:39.385166,116.56,Nağdsız_Bankın_Kartı,,Supermarket,17.78,2.67,Təsdiqləndi,
10011,54,Kişi,3182.0,300,,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,4768391987341,2025-06-24 08:55:47.166342,329.41,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,50.25,7.54,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,4758045588585,2025-07-26 11:05:55.854762,300.7,Nağdsız_Başqa_Kart,Azpetrol,YDM,45.87,6.88,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,7656142662641,2025-06-13 11:42:39.455062,142.37,Nağdsız_Bankın_Kartı,Bravo,Supermarket,21.72,3.26,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,5809327838047,2025-08-13 18:06:21.282706,151.0,Nağdsız_Başqa_Kart,KFC,Restoran/Kafe,23.03,3.45,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,6663774847410,2025-09-26 18:16:54.255945,137.18,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,20.93,3.14,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,8723221321792,2025-08-29 07:01:06.197551,165.29,Nağdsız_Bankın_Kartı,Favorit,Supermarket,25.21,3.78,Təsdiqləndi,
10083,49,Kişi,1136.0,300,Orta,4,2272.0,568.66,Aktiv,421.24,3253.3,45,0,9328884732890,2025-07-17 17:20:26.886509,65.74,Nağdsız_Bankın_Kartı,Bravo,Supermarket,10.03,1.5,Təsdiqləndi,
10083,49,Kişi,1136.0,300,Orta,4,2272.0,568.66,Aktiv,421.24,3253.3,45,0,6752427478500,2025-06-09 22:50:45.442622,6.23,Nağdsız_Bankın_Kartı,Azpetrol,YDM,0.95,0.14,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,1020067338097,2025-06-16 13:31:32.700166,236.11,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,36.02,5.4,Gözləmədə,
10037,38,Kişi,1171.0,164,Orta,2,2342.0,917.83,Aktiv,466.71,2433.63,37,0,6694764740125,2025-08-02 21:32:56.955711,80.29,Nağdsız_Bankın_Kartı,Favorit,Supermarket,12.25,1.84,Təsdiqləndi,
10065,23,Kişi,1221.0,57,Aşağı,2,1831.5,1139.82,Aktiv,446.42,4691.97,64,0,7979793933447,2025-06-25 04:55:57.614281,52.89,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,8.07,1.21,Təsdiqləndi,
10081,28,Kişi,2308.0,42,Aşağı,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,4773214842461,2025-05-07 04:06:15.499597,65.36,Nağd,Neptun,Supermarket,9.97,1.0,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,4431747771851,2025-09-15 04:16:47.420613,115.03,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,17.55,2.63,Təsdiqləndi,
10002,25,Qadın,1856.0,61,Aşağı,1,2784.0,1137.84,Aktiv,801.22,2043.1,77,0,8530858646287,2025-05-26 03:45:58.644547,56.13,Nağdsız_Bankın_Kartı,Azpetrol,YDM,8.56,1.28,Təsdiqləndi,
10016,44,Kişi,3306.0,210,,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,1264622802422,2025-04-19 14:57:08.385996,90.52,Nağdsız_Bankın_Kartı,Azpetrol,YDM,13.81,2.07,Təsdiqləndi,
10005,32,Qadın,2059.0,162,,3,3088.5,1048.11,Aktiv,862.78,5729.03,46,0,8739018019028,2025-06-28 21:03:00.746896,68.07,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,10.38,1.56,Təsdiqləndi,
10088,30,Kişi,1902.0,132,Aşağı,2,2853.0,1864.91,Aktiv,442.81,7156.12,52,0,8415919941542,2025-05-27 16:02:51.520302,34.35,Nağdsız_Bankın_Kartı,28 Cinema,Əyləncə/Asudə Vaxt,5.24,0.79,İmtina edildi,Müddət keçib
10012,35,Kişi,2741.0,118,,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,1172986414049,2025-08-17 10:41:44.536130,52.56,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,8.02,1.2,Təsdiqləndi,
10075,26,Kişi,,21,Aşağı,3,3583.5,0.0,Aktiv,988.87,4300.07,55,0,8456891657273,2025-05-14 00:08:00.204341,17.87,Nağdsız_Bankın_Kartı,Neptun,Supermarket,2.73,0.41,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,6551069276046,2025-07-21 08:57:45.444429,47.52,Nağdsız_Bankın_Kartı,Favorit,Supermarket,7.25,1.09,Təsdiqləndi,
10085,23,Kişi,2469.0,1,Aşağı,3,3703.5,0.0,Aktiv,689.41,4438.17,74,0,0647394230208,2025-07-09 11:45:24.277132,66.5,Nağdsız_Bankın_Kartı,LC Waikiki,Geyim/Ayaqqabı,10.14,1.52,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,9196294172946,2025-09-27 08:36:12.334778,67.19,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,10.25,1.54,Təsdiqləndi,
10043,50,Kişi,866.0,109,Orta,3,1732.0,0.0,Aktiv,230.92,1624.82,26,0,4905941622429,2025-05-27 03:36:53.059025,19.99,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,3.05,0.46,Təsdiqləndi,
10057,31,Kişi,1115.0,53,Orta,3,2230.0,0.0,Aktiv,382.52,2778.51,40,0,4190886417844,2025-08-11 14:52:41.660340,5.0,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,0.76,0.11,Təsdiqləndi,
10076,34,Qadın,1808.0,153,Orta,3,3616.0,1846.58,Yoxdur,0.0,4492.88,44,0,6591011173682,2025-06-30 23:07:14.555300,5.0,Nağdsız_Bankın_Kartı,Bakcell Ödəniş,Kommunal/Telekommunikasiya,0.76,0.11,Təsdiqləndi,
10096,31,Qadın,2190.0,5,Aşağı,1,3285.0,1156.37,Aktiv,519.87,5827.61,69,0,3224073382472,2025-09-22 12:06:36.131077,47.62,Nağdsız_Bankın_Kartı,Socar,YDM,7.26,1.09,Təsdiqləndi,
10016,44,Kişi,,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,9666240964727,2025-09-17 04:00:31.247578,156.79,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,23.92,3.59,İmtina edildi,Çek tapılmadı
10057,31,Kişi,1115.0,53,Orta,3,2230.0,0.0,Aktiv,382.52,2778.51,40,0,3473859487941,2025-06-18 00:57:55.359118,22.07 AZN,Nağd,Araz,Supermarket,3.37,0.34,Təsdiqləndi,
10004,49,Qadın,945.0,11,Orta,2,1890.0,257.7,Aktiv,270.56,2586.67,47,0,7269595045036,2025-07-08 22:14:38.380822,89.2,Nağdsız_Bankın_Kartı,Bravo,Supermarket,13.61,2.04,Təsdiqləndi,
10009,32,Qadın,2101.0,52,Aşağı,3,3151.5,0.0,Aktiv,579.05,6003.54,41,0,1475924825092,2025-03-31 03:31:01.270570,96.44,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,14.71,2.21,Təsdiqləndi,
10040,35,Kişi,986.0,106,Orta,3,1972.0,1730.49,Aktiv,408.83,1406.94,31,0,2462384026961,2025-06-11 02:48:51.588685,16.14,Nağd,Bravo,Supermarket,2.46,0.25,Təsdiqləndi,
10042,80,Kişi,422.0,123,Aşağı,1,0.0,0.0,Yoxdur,0.0,2746.98,25,1,7956330846038,2025-04-22 11:23:22.792497,24.45 AZN,Nağdsız_Bankın_Kartı,Azpetrol,YDM,3.73,0.56,Təsdiqləndi,
10005,32,Qadın,2059.0,162,Aşağı,3,3088.5,1048.11,Aktiv,862.78,5729.03,46,0,4508686908902,2025-09-26 15:58:56.185946,36.97,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,5.64,0.85,Təsdiqləndi,
